Coincidence Evaluation
12.02.99
12:42:19
firstlong3
Shift [ns]:	 11.200
Window [ns]:	  3.000
E(0,0):		 -0.653	  0.010
E(0,1):		 -0.644	  0.011
E(1,0):		  0.687	  0.012
E(1,1):		 -0.683	  0.013
S:		  2.667	  0.023
Violation:	 28.462
Coincidences:	  17004
A0blau:	   115646	A1blau:	   113610	B0blau:	   110376	B1blau:	   103650
A0rot:	    93200	A1rot:	    87965	B0rot:	    93350	B1rot:	    86126
Matrix:

    519	   1732	   2024	    198
    495	    300	   1959	   1150
   2594	    359	    451	   1269
   2015	   1394	    366	    179

Histogram:

     8.36	   132.00
     8.66	   135.00
     8.96	   163.00
     9.26	   240.00
     9.55	   437.00
     9.85	   809.00
    10.15	  1400.00
    10.45	  1745.00
    10.75	  1840.00
    11.05	  1694.00
    11.35	  1718.00
    11.65	  1687.00
    11.95	  1406.00
    12.25	  1287.00
    12.54	  1041.00
    12.84	   608.00
    13.14	   315.00
    13.44	   166.00
    13.74	    90.00
    14.04	    91.00
