Coincidence Evaluation
09.02.99
10:14:44
wigner scan alice
   0.00	   0.00	  66223	  66236	  68040	  67220	 267719	  71978	  70273	  67086	  68787	 278124    137	     59	   1100	    833	    635	    109	    439	    674	   1068	    969	    181	     84	    397	    769	    658	    144	   8256	 -0.744	  0.013	  0.215	  0.021	 -0.853	  0.012	 -0.702	  0.017	  2.513	  0.033	 15.718
   0.00	   0.00	  66657	  66123	  67777	  67449	 268006	  71395	  70431	  66784	  68866	 277476    161	     49	   1049	    816	    628	    133	    410	    701	   1006	   1059	    238	     83	    403	    782	    685	    172	   8375	 -0.675	  0.015	  0.235	  0.021	 -0.868	  0.011	 -0.659	  0.018	  2.437	  0.033	 13.154
   0.00	   0.00	  66356	  66390	  68090	  67033	 267869	  71753	  71202	  66015	  68783	 277753    191	     50	   1036	    787	    725	    169	    401	    713	    935	   1019	    261	     63	    351	    862	    789	    203	   8555	 -0.627	  0.016	  0.336	  0.020	 -0.882	  0.011	 -0.618	  0.018	  2.463	  0.033	 14.130
   0.00	   0.00	  66599	  66251	  68205	  67015	 268070	  71719	  70333	  66132	  68382	 276566    256	     36	    990	    816	    694	    229	    326	    727	    920	    989	    302	     49	    295	    691	    832	    266	   8418	 -0.548	  0.017	  0.422	  0.020	 -0.910	  0.010	 -0.482	  0.020	  2.362	  0.034	 10.632
   0.00	   0.00	  65930	  66312	  68699	  67206	 268147	  71790	  70897	  66404	  68828	 277919    248	     21	   1003	    807	    747	    233	    272	    691	    897	   1036	    368	     47	    274	    617	    895	    242	   8398	 -0.510	  0.017	  0.501	  0.019	 -0.929	  0.008	 -0.467	  0.021	  2.407	  0.034	 12.028
   0.00	   0.00	  65965	  65868	  68606	  66445	 266884	  71883	  70382	  66258	  68654	 277177    310	     30	    958	    837	    743	    242	    241	    550	    830	    967	    387	     40	    231	    620	    926	    236	   8148	 -0.439	  0.018	  0.559	  0.018	 -0.925	  0.009	 -0.420	  0.022	  2.343	  0.035	  9.819
   0.00	   0.00	  65677	  65609	  68487	  66995	 266768	  71775	  69993	  66393	  68248	 276409    322	     21	    875	    862	    740	    267	    248	    677	    868	    980	    393	     52	    239	    640	    870	    301	   8355	 -0.418	  0.018	  0.536	  0.018	 -0.924	  0.009	 -0.397	  0.021	  2.275	  0.035	  7.937
   0.00	   0.00	  65488	  66143	  68782	  66619	 267032	  71728	  70357	  66554	  68827	 277466    370	     31	    886	    857	    840	    330	    188	    521	    772	    986	    435	     46	    183	    605	    960	    258	   8268	 -0.346	  0.019	  0.658	  0.016	 -0.920	  0.009	 -0.314	  0.023	  2.238	  0.035	  6.808
   0.00	   0.00	  65282	  65833	  68788	  66519	 266422	  71631	  70310	  66818	  68850	 277609    361	     41	    804	    841	    870	    300	    185	    525	    750	    994	    500	     53	    172	    525	   1010	    325	   8256	 -0.287	  0.019	  0.681	  0.015	 -0.903	  0.010	 -0.254	  0.024	  2.124	  0.036	  3.475
   0.00	   0.00	  64963	  65483	  68783	  67048	 266277	  71715	  70751	  66776	  68635	 277877    392	     61	    734	    849	    878	    384	    154	    464	    686	    949	    545	     65	    155	    502	    941	    365	   8124	 -0.205	  0.020	  0.710	  0.015	 -0.869	  0.011	 -0.127	  0.024	  1.910	  0.037	 -2.456
   0.00	   0.00	  65631	  65496	  68793	  66965	 266885	  71730	  71007	  66460	  68729	 277926    508	     84	    674	    818	    908	    409	    129	    420	    688	    990	    616	     78	    105	    462	   1014	    358	   8261	 -0.096	  0.020	  0.783	  0.013	 -0.836	  0.012	 -0.070	  0.025	  1.784	  0.037	 -5.914
