Coincidence Evaluation
09.02.99
09:55:18
scanrednew
   0.00	 -15.00	  19019	  19716	  23175	  23312	  85222	  17055	  16814	  16695	  17357	  67921     13	     65	    308	    140	    147	     11	     91	    189	    190	    131	     17	     82	     65	    166	    207	     14	   1836	 -0.886	  0.020	  0.388	  0.041	 -0.297	  0.047	 -0.868	  0.025	  2.440	  0.070	  6.281
   0.00	 -10.00	  18994	  19872	  23481	  23324	  85671	  17224	  16956	  16717	  17274	  68171      9	     99	    308	    149	    106	      5	    117	    196	    204	    128	     18	     82	     91	    186	    170	     10	   1878	 -0.900	  0.019	  0.140	  0.045	 -0.210	  0.046	 -0.924	  0.019	  2.174	  0.070	  2.508
   0.00	  -5.00	  19201	  19799	  23123	  23550	  85673	  17341	  16783	  16894	  17543	  68561     10	     95	    305	    107	     89	      3	    132	    196	    254	    104	      4	    116	    107	    201	    167	      7	   1897	 -0.951	  0.013	  0.034	  0.045	  0.000	  0.049	 -0.951	  0.015	  1.936	  0.069	 -0.920
   0.00	   0.00	  19294	  19785	  23299	  23622	  86000	  17325	  17018	  16770	  17509	  68622     15	    128	    271	    110	     78	      4	    166	    173	    245	     83	      9	    141	    121	    184	    164	     11	   1903	 -0.911	  0.018	 -0.085	  0.043	  0.165	  0.046	 -0.919	  0.020	  2.080	  0.069	  1.166
   0.00	   5.00	  18923	  19952	  23507	  23295	  85677	  17528	  16778	  16588	  17176	  68070     16	    145	    265	     76	     78	     17	    187	    202	    226	     76	     15	    138	    143	    177	    105	      9	   1875	 -0.881	  0.021	 -0.287	  0.042	  0.301	  0.046	 -0.872	  0.024	  2.341	  0.070	  4.864
   0.00	  10.00	  19036	  19997	  23332	  23359	  85724	  17515	  17050	  16268	  17247	  68080     18	    161	    296	     73	     47	     17	    214	    186	    224	     63	     24	    156	    139	    138	     82	     14	   1852	 -0.851	  0.022	 -0.465	  0.040	  0.400	  0.043	 -0.825	  0.030	  2.540	  0.070	  7.739
   0.00	  15.00	  19282	  19701	  23100	  23517	  85600	  17511	  16729	  16322	  17525	  68087     24	    172	    250	     60	     56	     26	    207	    158	    244	     46	     37	    188	    178	    168	     65	     15	   1894	 -0.780	  0.027	 -0.522	  0.038	  0.545	  0.039	 -0.777	  0.033	  2.624	  0.069	  9.063
   0.00	  20.00	  18958	  19956	  23313	  23432	  85659	  17637	  17061	  16308	  17396	  68402     44	    178	    236	     35	     24	     27	    247	    134	    186	     46	     65	    167	    194	    155	     56	     32	   1826	 -0.589	  0.035	 -0.693	  0.032	  0.620	  0.038	 -0.661	  0.040	  2.563	  0.073	  7.740
   0.00	  25.00	  18970	  19604	  23211	  23496	  85281	  17954	  17023	  16117	  17091	  68185     59	    160	    243	     31	     17	     42	    267	    171	    179	     14	     72	    214	    168	    121	     40	     30	   1828	 -0.526	  0.036	 -0.768	  0.029	  0.785	  0.030	 -0.604	  0.042	  2.684	  0.069	  9.875
   0.00	  30.00	  19064	  19861	  23425	  23389	  85739	  17553	  17333	  16046	  16960	  67892     69	    187	    244	     25	     23	     53	    266	    145	    158	     15	    101	    225	    185	    128	     28	     46	   1898	 -0.406	  0.038	 -0.797	  0.027	  0.823	  0.027	 -0.468	  0.046	  2.493	  0.071	  6.973
   0.00	  35.00	  18808	  19798	  23198	  23260	  85064	  17662	  17568	  16241	  17221	  68692     82	    198	    196	     13	     12	     75	    270	    131	    130	      4	    123	    194	    185	    108	     14	     55	   1790	 -0.228	  0.042	 -0.892	  0.021	  0.917	  0.020	 -0.295	  0.050	  2.332	  0.071	  4.661
   0.00	  40.00	  19002	  19685	  23611	  23393	  85691	  17757	  17655	  16131	  17109	  68652     79	    184	    195	      7	      4	     83	    266	    115	    118	      4	    123	    207	    190	     92	     16	     73	   1756	 -0.216	  0.043	 -0.916	  0.018	  0.945	  0.016	 -0.140	  0.052	  2.217	  0.072	  3.026
   0.00	  45.00	  19319	  19922	  23270	  23408	  85919	  17818	  17492	  15824	  16750	  67884    121	    197	    150	      6	      4	    100	    279	    105	    107	      1	    172	    229	    217	     94	      6	     90	   1878	  0.065	  0.043	 -0.960	  0.012	  0.968	  0.012	 -0.023	  0.051	  2.017	  0.068	  0.245
   0.00	  50.00	  19109	  19551	  23209	  23203	  85072	  17611	  17433	  15908	  16727	  67679    135	    172	    141	      6	      4	    111	    283	     87	     97	      7	    205	    233	    218	     70	      5	    120	   1894	  0.176	  0.041	 -0.965	  0.012	  0.938	  0.017	  0.191	  0.050	  2.270	  0.068	  3.983
   0.00	  55.00	  18916	  19808	  23308	  23451	  85483	  17516	  17713	  15737	  16516	  67673    151	    213	    118	      9	     15	    123	    271	     66	     62	      9	    210	    229	    194	     69	     11	    107	   1857	  0.335	  0.041	 -0.894	  0.020	  0.922	  0.018	  0.260	  0.051	  2.411	  0.070	  5.848
   0.00	  60.00	  19043	  19627	  23312	  23496	  85478	  17127	  17762	  15852	  16752	  67493    155	    179	     99	     11	     20	    134	    294	     64	     65	     15	    218	    241	    188	     52	     23	    135	   1893	  0.389	  0.040	 -0.836	  0.024	  0.883	  0.022	  0.397	  0.047	  2.506	  0.070	  7.282
   0.00	  65.00	  19033	  19788	  22998	  23602	  85421	  17486	  17996	  16105	  16717	  68304    183	    168	     55	     30	     29	    147	    253	     62	     41	     24	    275	    209	    182	     43	     33	    136	   1870	  0.653	  0.032	 -0.751	  0.030	  0.749	  0.032	  0.459	  0.045	  2.612	  0.070	  8.687
   0.00	  70.00	  18974	  19635	  23283	  23272	  85164	  17231	  17959	  16050	  16344	  67584    162	    158	     52	     39	     39	    147	    247	     36	     30	     55	    287	    199	    167	     28	     55	    156	   1857	  0.691	  0.031	 -0.630	  0.034	  0.583	  0.038	  0.651	  0.040	  2.555	  0.072	  7.700
   0.00	  75.00	  19206	  19568	  23469	  23382	  85625	  17131	  17934	  16250	  16351	  67666    172	    156	     36	     41	     58	    136	    238	     29	     21	     49	    329	    175	    172	     20	     69	    162	   1863	  0.796	  0.026	 -0.527	  0.037	  0.572	  0.040	  0.718	  0.037	  2.613	  0.071	  8.668
   0.00	  80.00	  19225	  19839	  23249	  23537	  85850	  17072	  17861	  16258	  16458	  67649    191	    143	     17	     51	     64	    187	    243	     21	     19	     83	    337	    157	    162	     10	     82	    175	   1942	  0.872	  0.021	 -0.470	  0.038	  0.382	  0.044	  0.842	  0.027	  2.567	  0.067	  8.413
   0.00	  85.00	  19306	  19643	  23629	  23361	  85939	  17357	  17936	  16442	  16429	  68164    210	    112	     21	     58	     85	    186	    186	     19	      5	     83	    357	    148	    127	      5	    107	    169	   1878	  0.912	  0.017	 -0.240	  0.043	  0.297	  0.048	  0.873	  0.025	  2.322	  0.071	  4.532
   0.00	  90.00	  18968	  19860	  23409	  23210	  85447	  17203	  18016	  16616	  16340	  68175    221	     90	     12	     79	     82	    168	    189	     17	      8	    109	    302	    128	    115	      3	    146	    177	   1846	  0.926	  0.016	 -0.143	  0.043	  0.074	  0.049	  0.890	  0.024	  2.033	  0.072	  0.468
   0.00	  95.00	  19142	  19471	  23234	  23588	  85435	  17019	  17966	  16633	  16294	  67912    213	     80	     11	     94	    119	    191	    146	     11	     10	    122	    319	    119	     94	      8	    159	    222	   1918	  0.924	  0.016	  0.073	  0.044	 -0.041	  0.049	  0.912	  0.020	  1.950	  0.071	 -0.703
   0.00	 100.00	  19054	  19628	  23384	  23520	  85586	  16801	  17779	  16491	  16217	  67288    206	     83	     12	    123	    164	    187	    122	     10	     16	    125	    351	    103	     89	      2	    191	    183	   1967	  0.904	  0.018	  0.254	  0.041	 -0.143	  0.048	  0.937	  0.018	  2.239	  0.067	  3.543
