Coincidence Evaluation
09.02.99
15:53:34
longdist36
Shift [ns]:	  1.500
Window [ns]:	  2.000
E(0,0):		 -0.701	  0.011
E(0,1):		  0.751	  0.011
E(1,0):		 -0.658	  0.013
E(1,1):		 -0.609	  0.014
S:		  2.719	  0.025
Violation:	 29.120
Coincidences:	  14573
A0blau:	   102955	A1blau:	    94319	B0blau:	   100876	B1blau:	    90423
A0rot:	    77867	A1rot:	    75747	B0rot:	    74930	B1rot:	    73373
Matrix:

    324	    298	   1799	   1008
   1866	    384	    235	    978
   1922	   1686	    330	    257
    256	   1444	   1582	    204

Histogram:

    -0.40	   106.00
    -0.20	   146.00
     0.00	   233.00
     0.20	   344.00
     0.40	   489.00
     0.60	   741.00
     0.80	   981.00
     1.00	  1108.00
     1.20	  1160.00
     1.40	  1213.00
     1.60	  1372.00
     1.80	  1495.00
     2.00	  1581.00
     2.20	  1350.00
     2.40	   960.00
     2.60	   575.00
     2.80	   357.00
     3.00	   177.00
     3.20	   114.00
     3.40	    71.00
