Coincidence Evaluation
09.02.99
11:09:37
longdist22
Shift [ns]:	  2.486
Window [ns]:	  3.000
E(0,0):		  0.105	  0.009
E(0,1):		  0.939	  0.003
E(1,0):		 -0.961	  0.003
E(1,1):		  0.182	  0.010
S:		  2.186	  0.014
Violation:	 13.147
Coincidences:	  42798
A0blau:	   280517	A1blau:	   334729	B0blau:	   286641	B1blau:	   335171
A0rot:	   217204	A1rot:	   208109	B0rot:	   209905	B1rot:	   206854
Matrix:

   3025	    132	   2390	   4092
   5426	   3936	    184	   1745
   2658	   6722	   3210	     84
    131	   2438	   4521	   2104

Histogram:

    -0.36	   232.00
    -0.06	   294.00
     0.24	   346.00
     0.54	   514.00
     0.84	   777.00
     1.14	  1307.00
     1.44	  2063.00
     1.74	  2997.00
     2.04	  4343.00
     2.34	  5351.00
     2.64	  5702.00
     2.94	  5606.00
     3.24	  4800.00
     3.54	  3620.00
     3.84	  2311.00
     4.14	  1296.00
     4.44	   612.00
     4.74	   311.00
     5.04	   177.00
     5.34	   139.00
