Coincidence Evaluation
02.04.98
14:48:09
testwen0
Shift [ns]:	 10.000
Window [ns]:	  5.000
E(0,0):		 -0.963	  0.002
E(0,1):		 -0.038	  0.008
E(1,0):		  0.044	  0.008
E(1,1):		 -0.938	  0.003
S:		  1.818	  0.011
Violation:	-15.832
Coincidences:	  67323
Matrix:

    216	   5599	  10384	   3885
   4156	    303	   4706	   5899
   9390	   4342	    158	   3387
   3729	   7385	   3659	    125

Histogram:

     5.26	   246.00
     5.75	   358.00
     6.25	   196.00
     6.75	   180.00
     7.25	   293.00
     7.75	   682.00
     8.25	  3343.00
     8.75	 10138.00
     9.25	 12121.00
     9.75	  6860.00
    10.25	  8010.00
    10.75	 12515.00
    11.25	  6874.00
    11.75	  1970.00
    12.25	   918.00
    12.75	   758.00
    13.25	   655.00
    13.75	   483.00
    14.25	   332.00
    14.75	   391.00
