Coincidence Evaluation
09.02.99
10:33:35
longdist0
Shift [ns]:	  2.900
Window [ns]:	  3.000
E(0,0):		 -0.875	  0.007
E(0,1):		 -0.414	  0.014
E(1,0):		  0.394	  0.015
E(1,1):		 -0.833	  0.009
S:		  2.516	  0.023
Violation:	 22.645
Coincidences:	  17380
A0blue:	   111838	A1blue:	   121913	B0blue:	   115111	B1blue:	   122156
A0red:	    74416	A1red:	    76949	B0red:	    81897	B1red:	    82437
Matrix:

    137	   1574	   2046	    419
    755	    181	   1641	   1526
   2485	    789	    165	   1204
   1530	   2211	    558	    159

Histogram:

     0.06	    85.00
     0.36	   102.00
     0.66	   129.00
     0.96	   159.00
     1.26	   202.00
     1.55	   383.00
     1.85	   661.00
     2.15	  1339.00
     2.45	  2350.00
     2.75	  2858.00
     3.05	  2673.00
     3.35	  2237.00
     3.65	  1870.00
     3.95	  1168.00
     4.25	   539.00
     4.55	   251.00
     4.85	   117.00
     5.15	   102.00
     5.45	    81.00
     5.75	    74.00
