Coincidence Evaluation
09.02.99
15:49:39
longdist31
Shift [ns]:	 -6.416
Window [ns]:	  3.000
E(0,0):		 -0.730	  0.010
E(0,1):		 -0.537	  0.013
E(1,0):		  0.636	  0.013
E(1,1):		 -0.732	  0.012
S:		  2.636	  0.025
Violation:	 25.923
Coincidences:	  15121
A0blau:	   102799	A1blau:	    95474	B0blau:	    99321	B1blau:	    91577
A0rot:	    77427	A1rot:	    75167	B0rot:	    75313	B1rot:	    72902
Matrix:

    286	   1604	   1875	    236
    563	    244	   1642	   1132
   2060	    366	    327	   1104
   1569	   1541	    403	    169

Histogram:

    -9.26	    78.00
    -8.96	    99.00
    -8.66	   125.00
    -8.36	   168.00
    -8.06	   289.00
    -7.76	   554.00
    -7.46	  1151.00
    -7.16	  2052.00
    -6.86	  3089.00
    -6.56	  3331.00
    -6.26	  2277.00
    -5.96	   934.00
    -5.66	   397.00
    -5.37	   176.00
    -5.07	   106.00
    -4.77	    75.00
    -4.47	    81.00
    -4.17	    55.00
    -3.87	    40.00
    -3.57	    44.00
