Coincidence Evaluation
09.02.99
11:10:30
longdist23
Shift [ns]:	 -3.515
Window [ns]:	  3.000
E(0,0):		 -0.644	  0.007
E(0,1):		  0.793	  0.006
E(1,0):		 -0.729	  0.007
E(1,1):		 -0.466	  0.009
S:		  2.632	  0.014
Violation:	 43.918
Coincidences:	  42783
A0blau:	   277783	A1blau:	   338364	B0blau:	   286254	B1blau:	   333989
A0rot:	   216892	A1rot:	   208634	B0rot:	   210230	B1rot:	   206753
Matrix:

   1031	    807	   4417	   3598
   5077	   1629	    565	   3260
   4866	   5716	    976	    655
    520	   4250	   4311	   1105

Histogram:

    -6.36	   330.00
    -6.06	   424.00
    -5.76	   597.00
    -5.46	   931.00
    -5.16	  1506.00
    -4.86	  2428.00
    -4.56	  3608.00
    -4.26	  4609.00
    -3.96	  5752.00
    -3.66	  5781.00
    -3.36	  5433.00
    -3.06	  4390.00
    -2.76	  3199.00
    -2.46	  1771.00
    -2.16	   876.00
    -1.87	   451.00
    -1.57	   271.00
    -1.27	   169.00
    -0.97	   140.00
    -0.67	   117.00
