Coincidence Evaluation
09.02.99
08:58:50
firstlong0
Shift [ns]:	-15.700
Window [ns]:	  3.000
E(0,0):		 -0.949	  0.004
E(0,1):		 -0.013	  0.014
E(1,0):		  0.016	  0.016
E(1,1):		 -0.932	  0.007
S:		  1.911	  0.023
Violation:	 -3.859
Coincidences:	  17264
A0blue:	   115959	A1blue:	   113942	B0blue:	   110288	B1blue:	   103121
A0red:	    93751	A1red:	    87656	B0red:	    93012	B1red:	    85642
Matrix:

     84	   1033	   2431	    745
   1351	     70	   1218	   1432
   3038	   1077	     58	    850
   1249	   1539	   1055	     34

Histogram:

   -18.55	   124.00
   -18.25	   140.00
   -17.95	   194.00
   -17.65	   290.00
   -17.35	   576.00
   -17.05	  1131.00
   -16.75	  1844.00
   -16.45	  1951.00
   -16.15	  1805.00
   -15.85	  1623.00
   -15.55	  1535.00
   -15.25	  1489.00
   -14.95	  1449.00
   -14.65	  1344.00
   -14.35	   879.00
   -14.05	   406.00
   -13.76	   232.00
   -13.46	   102.00
   -13.16	    72.00
   -12.86	    78.00
