Coincidence Evaluation
09.02.99
15:50:38
longdist33
Shift [ns]:	-13.562
Window [ns]:	  3.000
E(0,0):		 -0.932	  0.005
E(0,1):		  0.164	  0.015
E(1,0):		 -0.019	  0.017
E(1,1):		 -0.940	  0.006
S:		  2.054	  0.024
Violation:	  2.215
Coincidences:	  15114
A0blau:	   103374	A1blau:	    96003	B0blau:	    99783	B1blau:	    92731
A0rot:	    77123	A1rot:	    75566	B0rot:	    75663	B1rot:	    72906
Matrix:

     86	    974	   2019	    711
   1368	     60	    891	   1299
   2410	   1028	     71	    700
    838	   1590	   1039	     30

Histogram:

   -16.41	    95.00
   -16.11	    91.00
   -15.81	   105.00
   -15.51	   104.00
   -15.21	   133.00
   -14.91	   166.00
   -14.61	   309.00
   -14.31	   535.00
   -14.01	  1082.00
   -13.71	  2122.00
   -13.41	  3186.00
   -13.11	  3212.00
   -12.81	  2198.00
   -12.51	   922.00
   -12.21	   334.00
   -11.91	   169.00
   -11.61	   107.00
   -11.31	    96.00
   -11.01	    88.00
   -10.72	    60.00
