Coincidence Evaluation
31.03.98
17:29:22
loccorr3
Shift [ns]:	 -7.000
Window [ns]:	  3.000
E(0,0):		 -0.665	  0.005
E(0,1):		  0.707	  0.005
E(1,0):		 -0.696	  0.005
E(1,1):		 -0.674	  0.006
S:		  2.742	  0.010
Violation:	 70.995
Coincidences:	  78006
Matrix:

   1754	   2204	   8847	   7537
   8507	   1811	   1413	   5863
   8448	  10351	   1724	   1005
   1255	   9147	   7029	   1111

Histogram:

    -9.85	   263.00
    -9.55	   238.00
    -9.25	   296.00
    -8.95	   375.00
    -8.65	   694.00
    -8.35	  2163.00
    -8.05	  5379.00
    -7.75	  8970.00
    -7.45	 10739.00
    -7.15	 10812.00
    -6.85	 10763.00
    -6.55	  9521.00
    -6.25	  7062.00
    -5.95	  4184.00
    -5.65	  2227.00
    -5.35	  1390.00
    -5.05	   976.00
    -4.75	   699.00
    -4.45	   648.00
    -4.15	   607.00
