Coincidence Evaluation
02.04.98
13:56:00
sineblue0
Shift [ns]:	 -9.000
Window [ns]:	  5.000
E(0,0):		  0.673	  0.009
E(0,1):		  0.671	  0.010
E(1,0):		    NaN	    NaN
E(1,1):		    NaN	    NaN
S:		    NaN	    NaN
Violation:	    NaN
Coincidences:	  12010
Matrix:

   3105	      0	    573	      0
   2618	      0	    423	      0
    498	      0	   2379	      0
    475	      0	   1939	      0

Histogram:

   -13.72	    19.00
   -13.22	    15.00
   -12.72	    12.00
   -12.22	     7.00
   -11.73	    15.00
   -11.23	    26.00
   -10.73	   216.00
   -10.24	  1406.00
    -9.74	  2944.00
    -9.24	  1724.00
    -8.74	  2210.00
    -8.25	  1978.00
    -7.75	   632.00
    -7.25	   229.00
    -6.75	   156.00
    -6.26	   122.00
    -5.76	    93.00
    -5.26	    87.00
    -4.76	    66.00
    -4.27	    53.00
