Coincidence Evaluation
02.04.98
14:20:28
sineblue7
Shift [ns]:	 -3.000
Window [ns]:	  5.000
E(0,0):		  0.681	  0.009
E(0,1):		  0.668	  0.010
E(1,0):		    NaN	    NaN
E(1,1):		    NaN	    NaN
S:		    NaN	    NaN
Violation:	    NaN
Coincidences:	  12468
Matrix:

   3182	      0	    582	      0
   2776	      0	    424	      0
    497	      0	   2507	      0
    522	      0	   1978	      0

Histogram:

    -7.70	    24.00
    -7.20	    17.00
    -6.70	    13.00
    -6.21	     7.00
    -5.71	    11.00
    -5.21	    10.00
    -4.72	   142.00
    -4.22	  1034.00
    -3.72	  2992.00
    -3.22	  2132.00
    -2.73	  2026.00
    -2.23	  2309.00
    -1.73	   824.00
    -1.24	   292.00
    -0.74	   148.00
    -0.24	   130.00
     0.26	   107.00
     0.75	   112.00
     1.25	    74.00
     1.75	    64.00
