Coincidence Evaluation
02.04.98
14:32:05
sineblue25
Shift [ns]:	  9.000
Window [ns]:	  5.000
E(0,0):		 -0.879	  0.006
E(0,1):		 -0.379	  0.012
E(1,0):		    NaN	    NaN
E(1,1):		    NaN	    NaN
S:		    NaN	    NaN
Violation:	    NaN
Coincidences:	  12272
Matrix:

    220	      0	   3354	      0
    887	      0	   2117	      0
   2891	      0	    181	      0
   1761	      0	    861	      0

Histogram:

     4.31	     8.00
     4.81	     9.00
     5.31	    12.00
     5.80	     7.00
     6.30	    34.00
     6.80	   406.00
     7.29	  1826.00
     7.79	  2040.00
     8.29	   920.00
     8.78	  1081.00
     9.28	  3213.00
     9.77	  1660.00
    10.27	   355.00
    10.77	   202.00
    11.26	   139.00
    11.76	   113.00
    12.26	    81.00
    12.75	    56.00
    13.25	    46.00
    13.74	    64.00
