Coincidence Evaluation
02.04.98
14:39:00
sineblue33
Shift [ns]:	 -4.000
Window [ns]:	  5.000
E(0,0):		  0.041	  0.013
E(0,1):		 -0.937	  0.005
E(1,0):		    NaN	    NaN
E(1,1):		    NaN	    NaN
S:		    NaN	    NaN
Violation:	    NaN
Coincidences:	  11978
Matrix:

   1888	      0	   1640	      0
    120	      0	   2855	      0
   1410	      0	   1421	      0
   2587	      0	     57	      0

Histogram:

    -8.71	    14.00
    -8.21	    10.00
    -7.71	     8.00
    -7.21	     5.00
    -6.72	    26.00
    -6.22	   314.00
    -5.72	  1547.00
    -5.22	  2351.00
    -4.73	  1151.00
    -4.23	  1309.00
    -3.73	  2835.00
    -3.23	  1417.00
    -2.74	   307.00
    -2.24	   165.00
    -1.74	   128.00
    -1.24	   104.00
    -0.75	    90.00
    -0.25	    59.00
     0.25	    44.00
     0.75	    94.00
