Coincidence Evaluation
02.04.98
14:22:52
sineblue9
Shift [ns]:	 -2.000
Window [ns]:	  5.000
E(0,0):		  0.453	  0.011
E(0,1):		  0.810	  0.008
E(1,0):		    NaN	    NaN
E(1,1):		    NaN	    NaN
S:		    NaN	    NaN
Violation:	    NaN
Coincidences:	  12278
Matrix:

   2784	      0	    964	      0
   2902	      0	    222	      0
    871	      0	   2093	      0
    306	      0	   2136	      0

Histogram:

    -6.74	    15.00
    -6.24	    28.00
    -5.74	    12.00
    -5.24	    12.00
    -4.74	    10.00
    -4.24	    12.00
    -3.74	    46.00
    -3.24	   428.00
    -2.74	  2056.00
    -2.25	  2889.00
    -1.75	  1662.00
    -1.25	  2435.00
    -0.75	  1532.00
    -0.25	   468.00
     0.25	   174.00
     0.75	   126.00
     1.25	   111.00
     1.75	   102.00
     2.24	    94.00
     2.74	    66.00
