Coincidence Evaluation
02.04.98
14:43:50
sineblue42
Shift [ns]:	  2.000
Window [ns]:	  5.000
E(0,0):		  0.637	  0.009
E(0,1):		  0.708	  0.009
E(1,0):		    NaN	    NaN
E(1,1):		    NaN	    NaN
S:		    NaN	    NaN
Violation:	    NaN
Coincidences:	  12246
Matrix:

   3121	      0	    623	      0
   2800	      0	    379	      0
    574	      0	   2281	      0
    446	      0	   2022	      0

Histogram:

    -2.68	    14.00
    -2.18	    14.00
    -1.69	    14.00
    -1.20	     5.00
    -0.70	     4.00
    -0.21	     7.00
     0.29	   100.00
     0.78	   797.00
     1.28	  2836.00
     1.77	  2398.00
     2.27	  1738.00
     2.76	  2299.00
     3.26	  1079.00
     3.75	   322.00
     4.24	   167.00
     4.74	   108.00
     5.23	   121.00
     5.73	    81.00
     6.22	    85.00
     6.72	    57.00
