Coincidence Evaluation
02.04.98
14:42:02
sineblue38
Shift [ns]:	 -1.000
Window [ns]:	  5.000
E(0,0):		  0.916	  0.005
E(0,1):		  0.221	  0.013
E(1,0):		    NaN	    NaN
E(1,1):		    NaN	    NaN
S:		    NaN	    NaN
Violation:	    NaN
Coincidences:	  12182
Matrix:

   3611	      0	    128	      0
   1992	      0	    986	      0
    154	      0	   2787	      0
   1158	      0	   1366	      0

Histogram:

    -5.72	    16.00
    -5.22	    14.00
    -4.73	     7.00
    -4.23	    11.00
    -3.73	     4.00
    -3.23	     9.00
    -2.74	    11.00
    -2.24	   149.00
    -1.74	  1037.00
    -1.24	  3013.00
    -0.74	  2090.00
    -0.25	  2030.00
     0.25	  2208.00
     0.75	   755.00
     1.25	   263.00
     1.75	   161.00
     2.24	   107.00
     2.74	   124.00
     3.24	   108.00
     3.74	    65.00
