Coincidence Evaluation
02.04.98
14:27:04
sineblue16
Shift [ns]:	  3.000
Window [ns]:	  5.000
E(0,0):		 -0.956	  0.004
E(0,1):		  0.026	  0.013
E(1,0):		    NaN	    NaN
E(1,1):		    NaN	    NaN
S:		    NaN	    NaN
Violation:	    NaN
Coincidences:	  12347
Matrix:

     82	      0	   3514	      0
   1589	      0	   1588	      0
   3076	      0	     65	      0
   1144	      0	   1289	      0

Histogram:

    -1.65	    10.00
    -1.15	     5.00
    -0.66	     6.00
    -0.17	     7.00
     0.33	    11.00
     0.82	    55.00
     1.32	   589.00
     1.81	  2017.00
     2.30	  1977.00
     2.80	   842.00
     3.29	  1579.00
     3.79	  3135.00
     4.28	  1252.00
     4.78	   302.00
     5.27	   166.00
     5.76	   116.00
     6.26	   107.00
     6.75	    74.00
     7.25	    52.00
     7.74	    45.00
