Coincidence Evaluation
02.04.98
14:39:25
sineblue34
Shift [ns]:	 -4.000
Window [ns]:	  5.000
E(0,0):		  0.873	  0.006
E(0,1):		 -0.356	  0.013
E(1,0):		    NaN	    NaN
E(1,1):		    NaN	    NaN
S:		    NaN	    NaN
Violation:	    NaN
Coincidences:	  12151
Matrix:

   3516	      0	    223	      0
   1069	      0	   1805	      0
    204	      0	   2767	      0
   1885	      0	    682	      0

Histogram:

    -8.57	    13.00
    -8.08	    19.00
    -7.59	    10.00
    -7.10	    13.00
    -6.61	     6.00
    -6.12	     9.00
    -5.63	    31.00
    -5.14	   262.00
    -4.65	  1466.00
    -4.15	  2837.00
    -3.66	  1621.00
    -3.17	  1855.00
    -2.68	  2343.00
    -2.19	   834.00
    -1.70	   285.00
    -1.21	   146.00
    -0.72	   121.00
    -0.23	   101.00
     0.26	   115.00
     0.75	    64.00
