Coincidence Evaluation
02.04.98
14:26:40
sineblue15
Shift [ns]:	  2.000
Window [ns]:	  5.000
E(0,0):		 -0.382	  0.011
E(0,1):		  0.854	  0.007
E(1,0):		    NaN	    NaN
E(1,1):		    NaN	    NaN
S:		    NaN	    NaN
Violation:	    NaN
Coincidences:	  12224
Matrix:

   1200	      0	   2398	      0
   2864	      0	    267	      0
   2177	      0	    846	      0
    142	      0	   2330	      0

Histogram:

    -2.68	    12.00
    -2.18	     9.00
    -1.69	    10.00
    -1.20	     4.00
    -0.70	     6.00
    -0.21	    12.00
     0.29	   145.00
     0.78	   983.00
     1.28	  2594.00
     1.77	  1817.00
     2.27	  1377.00
     2.76	  2493.00
     3.26	  1660.00
     3.75	   439.00
     4.25	   178.00
     4.74	   154.00
     5.24	   120.00
     5.73	    91.00
     6.22	    74.00
     6.72	    46.00
