Coincidence Evaluation
02.04.98
14:08:37
sineblue2
Shift [ns]:	 13.000
Window [ns]:	  5.000
E(0,0):		  0.513	  0.011
E(0,1):		  0.800	  0.008
E(1,0):		    NaN	    NaN
E(1,1):		    NaN	    NaN
S:		    NaN	    NaN
Violation:	    NaN
Coincidences:	  12138
Matrix:

   2822	      0	    807	      0
   2894	      0	    259	      0
    783	      0	   2121	      0
    301	      0	   2151	      0

Histogram:

     8.28	    19.00
     8.78	    25.00
     9.28	    13.00
     9.78	     8.00
    10.28	    13.00
    10.77	     6.00
    11.27	    20.00
    11.77	   198.00
    12.27	  1478.00
    12.77	  2916.00
    13.27	  1805.00
    13.76	  2207.00
    14.26	  2041.00
    14.76	   663.00
    15.26	   218.00
    15.76	   139.00
    16.25	   108.00
    16.75	   117.00
    17.25	    94.00
    17.75	    50.00
