Coincidence Evaluation
30.03.98
18:46:02
sinered2
Shift [ns]:	  4.000
Window [ns]:	  5.000
E(0,0):		  0.443	  0.007
E(0,1):		    NaN	    NaN
E(1,0):		  0.839	  0.004
E(1,1):		    NaN	    NaN
S:		    NaN	    NaN
Violation:	    NaN
Coincidences:	   7431
Matrix:

   1345	   1926	    551	     88
      0	      0	      0	      0
    500	    206	   1380	   1435
      0	      0	      0	      0

Histogram:

    -0.83	     6.00
    -0.50	    12.00
    -0.18	     9.00
     0.15	    16.00
     0.48	    19.00
     0.80	    36.00
     1.13	    18.00
     1.45	    17.00
     1.78	    16.00
     2.10	    20.00
     2.43	    79.00
     2.76	   224.00
     3.08	   785.00
     3.41	  1241.00
     3.73	   903.00
     4.06	   508.00
     4.38	   436.00
     4.71	   696.00
     5.03	   939.00
     5.36	   786.00
     5.69	   361.00
     6.01	   138.00
     6.34	    72.00
     6.66	    29.00
     6.99	    18.00
     7.31	    14.00
     7.64	    15.00
     7.97	     9.00
     8.29	     5.00
     8.62	     4.00
